NMR gene name,gene_ids,Human gene stable ID,Human gene name,Mouse gene stable ID,Mouse gene name
DNAJC5B,ENSHGLG00000016338,ENSG00000147570,DNAJC5B,ENSMUSG00000027606,Dnajc5b
ENSHGLG00000016454,ENSHGLG00000016454,,,,
VXN,ENSHGLG00000016473,,,,
NCOA2,ENSHGLG00000016603,,,,
ENSHGLG00000016607,ENSHGLG00000016607,,,,
PRDM14,ENSHGLG00000016615,ENSG00000147596,PRDM14,ENSMUSG00000042414,Prdm14
UBE2W,ENSHGLG00000016745,ENSG00000104343,UBE2W,ENSMUSG00000025939,Ube2w
TCEB1,ENSHGLG00000016964,,,,
ENSHGLG00000017000,ENSHGLG00000017000,,,,
KCNB2,ENSHGLG00000017013,ENSG00000182674,KCNB2,,
PMP2,ENSHGLG00000017057,,,,
ENSHGLG00000017088,ENSHGLG00000017088,,,,
ARMC1,ENSHGLG00000017141,,,,
ENSHGLG00000017154,ENSHGLG00000017154,,,,
LY96,ENSHGLG00000017254,ENSG00000154589,LY96,ENSMUSG00000025779,Ly96
CHD7,ENSHGLG00000017268,,,,
TOX,ENSHGLG00000017350,ENSG00000198846,TOX,ENSMUSG00000041272,Tox
NECAB1,ENSHGLG00000017406,,,,
TRIM55,ENSHGLG00000017441,ENSG00000147573,TRIM55,ENSMUSG00000060913,Trim55
ENSHGLG00000017471,ENSHGLG00000017471,,,,
CRH,ENSHGLG00000017473,ENSG00000147571,CRH,ENSMUSG00000049796,Crh
ENSHGLG00000017501,ENSHGLG00000017501,,,,
CYP7B1,ENSHGLG00000017552,,,ENSMUSG00000039519,Cyp7b1
OTUD6B,ENSHGLG00000017604,ENSG00000155100,OTUD6B,ENSMUSG00000040550,Otud6b
ENSHGLG00000017665,ENSHGLG00000017665,,,,
FABP4,ENSHGLG00000017810,ENSG00000170323,FABP4,ENSMUSG00000062515,Fabp4
FABP9,ENSHGLG00000017818,,,,
TRPA1,ENSHGLG00000017879,ENSG00000104321,TRPA1,ENSMUSG00000032769,Trpa1
ENSHGLG00000018092,ENSHGLG00000018092,,,,
ENSHGLG00000018100,ENSHGLG00000018100,,,,
ENSHGLG00000018132,ENSHGLG00000018132,,,,
HEY1,ENSHGLG00000018351,ENSG00000164683,HEY1,ENSMUSG00000040289,Hey1
CNGB3,ENSHGLG00000018352,ENSG00000170289,CNGB3,ENSMUSG00000056494,Cngb3
STMN2,ENSHGLG00000018371,,,,
RMDN1,ENSHGLG00000018375,ENSG00000176623,RMDN1,ENSMUSG00000028229,Rmdn1
ENSHGLG00000018393,ENSHGLG00000018393,,,,
C8orf34,ENSHGLG00000018481,,,ENSMUSG00000057715,A830018L16Rik
ENSHGLG00000018597,ENSHGLG00000018597,,,,
FAM110B,ENSHGLG00000018614,,,,
ENSHGLG00000018758,ENSHGLG00000018758,,,,
MSC,ENSHGLG00000018759,,,,
BHLHE22,ENSHGLG00000019035,,,,
TMEM70,ENSHGLG00000019041,,,,
EYA1,ENSHGLG00000019347,ENSG00000104313,EYA1,ENSMUSG00000025932,Eya1
RAB2A,ENSHGLG00000019399,ENSG00000104388,RAB2A,ENSMUSG00000047187,Rab2a
ENSHGLG00000020966,ENSHGLG00000020966,,,,
ENSHGLG00000021028,ENSHGLG00000021028,,,,
ENSHGLG00000021216,ENSHGLG00000021216,,,,
ENSHGLG00000021289,ENSHGLG00000021289,,,,
RRS1,ENSHGLG00000021423,,,,
ENSHGLG00000005204,ENSHGLG00000005204,,,,
HM13,ENSHGLG00000005219,ENSG00000101294,HM13,ENSMUSG00000019188,H13
AP5S1,ENSHGLG00000005339,,,,
ENSHGLG00000005376,ENSHGLG00000005376,,,,
CD93,ENSHGLG00000005436,,,,
JAG1,ENSHGLG00000005457,,,,
RTEL1,ENSHGLG00000005511,,,,
ENSHGLG00000005535,ENSHGLG00000005535,,,ENSMUSG00000027409,1700020A23Rik
SPO11,ENSHGLG00000005570,ENSG00000054796,SPO11,ENSMUSG00000005883,Spo11
ADRM1,ENSHGLG00000005649,ENSG00000130706,ADRM1,,
ENSHGLG00000005822,ENSHGLG00000005822,,,,
ENSHGLG00000005826,ENSHGLG00000005826,,,,
STX16,ENSHGLG00000005872,ENSG00000124222,STX16,ENSMUSG00000027522,Stx16
RIN2,ENSHGLG00000005895,,,,
GNAS,ENSHGLG00000005914,,,,
ENSHGLG00000005944,ENSHGLG00000005944,,,,
ENSHGLG00000005981,ENSHGLG00000005981,,,,
TCEA2,ENSHGLG00000006061,ENSG00000171703,TCEA2,ENSMUSG00000059540,Tcea2
ENSHGLG00000006126,ENSHGLG00000006126,,,,
MAVS,ENSHGLG00000006177,,,,
GATA5,ENSHGLG00000006232,,,,
TFAP2C,ENSHGLG00000006368,,,ENSMUSG00000028640,Tfap2c
ENSHGLG00000006371,ENSHGLG00000006371,,,,
LAMA5,ENSHGLG00000006381,,,,
TMEM239,ENSHGLG00000006404,ENSG00000198326,TMEM239,ENSMUSG00000049692,Tmem239
SRMS,ENSHGLG00000006434,,,,
SLC24A3,ENSHGLG00000006511,ENSG00000185052,SLC24A3,ENSMUSG00000063873,Slc24a3
YTHDF1,ENSHGLG00000006585,ENSG00000149658,YTHDF1,ENSMUSG00000038848,Ythdf1
ENSHGLG00000006634,ENSHGLG00000006634,,,,
SS18L1,ENSHGLG00000006752,ENSG00000184402,SS18L1,ENSMUSG00000039086,Ss18l1
SNRPB2,ENSHGLG00000006969,,,,
ENSHGLG00000007106,ENSHGLG00000007106,,,,
PCED1A,ENSHGLG00000007166,ENSG00000132635,PCED1A,ENSMUSG00000037773,Pced1a
NAA20,ENSHGLG00000007489,,,,
PCMTD2,ENSHGLG00000007491,,,,
CTSZ,ENSHGLG00000007507,,,,
ENSHGLG00000007533,ENSHGLG00000007533,,,,
SAMD10,ENSHGLG00000007557,ENSG00000130590,SAMD10,ENSMUSG00000038605,Samd10
ENSHGLG00000007559,ENSHGLG00000007559,,,,
SYCP2,ENSHGLG00000007561,,,,
LKAAEAR1,ENSHGLG00000007568,,,,
TUBB1,ENSHGLG00000007606,ENSG00000101162,TUBB1,ENSMUSG00000016255,Tubb1
GMEB2,ENSHGLG00000007639,,,,
NXT1,ENSHGLG00000007882,,,,
NELFCD,ENSHGLG00000007894,,,,
PANK2,ENSHGLG00000007908,,,,
ENSHGLG00000008047,ENSHGLG00000008047,,,,
ENSHGLG00000008095,ENSHGLG00000008095,,,,
ATP5F1E,ENSHGLG00000008231,,,,
ENSHGLG00000008246,ENSHGLG00000008246,,,,
ENSHGLG00000008328,ENSHGLG00000008328,,,,
ENSHGLG00000008411,ENSHGLG00000008411,,,,
ARFGAP1,ENSHGLG00000008445,ENSG00000101199,ARFGAP1,ENSMUSG00000027575,Arfgap1
OTOR,ENSHGLG00000008576,,,ENSMUSG00000027416,Otor
STMN3,ENSHGLG00000008593,,,,
REM1,ENSHGLG00000008622,ENSG00000088320,REM1,ENSMUSG00000000359,Rem1
ENSHGLG00000008623,ENSHGLG00000008623,,,,
MTG2,ENSHGLG00000008803,,,,
NKX2-4,ENSHGLG00000008824,ENSG00000125816,NKX2-4,ENSMUSG00000054160,Nkx2-4
ENSHGLG00000008842,ENSHGLG00000008842,,,,
FNDC11,ENSHGLG00000008851,,,,
GZF1,ENSHGLG00000008891,,,,
DUSP15,ENSHGLG00000008910,,,,
SLCO4A1,ENSHGLG00000008931,,,,
NPEPL1,ENSHGLG00000009123,,,,
SNPH,ENSHGLG00000009216,,,,
PRPF6,ENSHGLG00000009222,ENSG00000101161,PRPF6,ENSMUSG00000002455,Prpf6
ENSHGLG00000009234,ENSHGLG00000009234,,,,
SLMO2,ENSHGLG00000009253,,,,
RPS21,ENSHGLG00000009268,,,,
ENSHGLG00000009275,ENSHGLG00000009275,,,,
ENSHGLG00000009307,ENSHGLG00000009307,ENSG00000125831,CST11,ENSMUSG00000036958,Cst11
RAB22A,ENSHGLG00000009337,ENSG00000124209,RAB22A,ENSMUSG00000027519,Rab22a
CPXM1,ENSHGLG00000009390,ENSG00000088882,CPXM1,ENSMUSG00000027408,Cpxm1
BFSP1,ENSHGLG00000009469,,,,
RAE1,ENSHGLG00000009471,,,,
ENSHGLG00000009531,ENSHGLG00000009531,,,,
VPS16,ENSHGLG00000009537,ENSG00000215305,VPS16,ENSMUSG00000027411,Vps16
ENSHGLG00000009572,ENSHGLG00000009572,,,ENSMUSG00000027443,Cst12
DEFB123,ENSHGLG00000009576,ENSG00000180424,DEFB123,ENSMUSG00000044863,Defb36
SLX4IP,ENSHGLG00000009654,ENSG00000149346,SLX4IP,ENSMUSG00000027281,Slx4ip
ENSHGLG00000009749,ENSHGLG00000009749,,,,
ENSHGLG00000009764,ENSHGLG00000009764,,,,
PCSK2,ENSHGLG00000009894,,,,
STK35,ENSHGLG00000009898,,,,
ENSHGLG00000009922,ENSHGLG00000009922,,,,
ENSHGLG00000010150,ENSHGLG00000010150,,,,
BMP7,ENSHGLG00000010163,,,,
TAF4,ENSHGLG00000010369,,,,
RNF24,ENSHGLG00000010401,,,,
OPRL1,ENSHGLG00000010426,ENSG00000125510,OPRL1,ENSMUSG00000027584,Oprl1
ZNF831,ENSHGLG00000010468,ENSG00000124203,ZNF831,ENSMUSG00000050600,Zfp831
ADRA1D,ENSHGLG00000010656,,,,
RBBP8NL,ENSHGLG00000010837,,,,
RGS19,ENSHGLG00000010844,,,,
CRNKL1,ENSHGLG00000010856,,,,
ENSHGLG00000011029,ENSHGLG00000011029,,,,
DEFB119,ENSHGLG00000011115,,,ENSMUSG00000050645,Defb19
CST8,ENSHGLG00000011126,ENSG00000125815,CST8,ENSMUSG00000027442,Cst8
SDCBP2,ENSHGLG00000011402,ENSG00000125775,SDCBP2,ENSMUSG00000027456,Sdcbp2
ENSHGLG00000011435,ENSHGLG00000011435,,,ENSMUSG00000036924,Cst13
ESF1,ENSHGLG00000011505,ENSG00000089048,ESF1,ENSMUSG00000045624,Esf1
ENSHGLG00000011557,ENSHGLG00000011557,,,,
TCFL5,ENSHGLG00000011606,ENSG00000101190,TCFL5,ENSMUSG00000038932,Tcfl5
ENSHGLG00000011637,ENSHGLG00000011637,,,,
PRNP,ENSHGLG00000011648,ENSG00000171867,PRNP,ENSMUSG00000079037,Prnp
ENSHGLG00000011708,ENSHGLG00000011708,,,,
ENSHGLG00000011780,ENSHGLG00000011780,,,,
POLR3F,ENSHGLG00000011867,ENSG00000132664,POLR3F,ENSMUSG00000027427,Polr3f
VAPB,ENSHGLG00000011907,,,,
FKBP1A,ENSHGLG00000011926,,,,
ARFRP1,ENSHGLG00000012078,ENSG00000101246,ARFRP1,ENSMUSG00000038671,Arfrp1
ENSHGLG00000012215,ENSHGLG00000012215,,,,
TGM3,ENSHGLG00000012294,ENSG00000125780,TGM3,ENSMUSG00000027401,Tgm3
NDUFAF5,ENSHGLG00000012482,ENSG00000101247,NDUFAF5,ENSMUSG00000027384,Ndufaf5
NKX2-2,ENSHGLG00000012498,,,,
PDYN,ENSHGLG00000012676,,,,
DDRGK1,ENSHGLG00000012713,,,,
PDRG1,ENSHGLG00000012716,,,,
ENSHGLG00000012736,ENSHGLG00000012736,,,,
TGM6,ENSHGLG00000012751,ENSG00000166948,TGM6,ENSMUSG00000027403,Tgm6
SCRT2,ENSHGLG00000012752,,,,
HAO1,ENSHGLG00000012799,ENSG00000101323,HAO1,ENSMUSG00000027261,Hao1
OGFR,ENSHGLG00000012924,,,,
ENSHGLG00000013037,ENSHGLG00000013037,,,,
GID8,ENSHGLG00000013122,ENSG00000101193,GID8,ENSMUSG00000027573,Gid8
ENSHGLG00000013137,ENSHGLG00000013137,,,,
PTPRA,ENSHGLG00000013139,ENSG00000132670,PTPRA,ENSMUSG00000027303,Ptpra
UCKL1,ENSHGLG00000013221,,,,
TM9SF4,ENSHGLG00000013254,ENSG00000101337,TM9SF4,ENSMUSG00000068040,Tm9sf4
NSFL1C,ENSHGLG00000013256,ENSG00000088833,NSFL1C,ENSMUSG00000027455,Nsfl1c
HSPA12B,ENSHGLG00000013276,,,,
COX4I2,ENSHGLG00000013302,,,,
ENSHGLG00000013351,ENSHGLG00000013351,,,,
TMEM230,ENSHGLG00000013456,,,,
C20orf27,ENSHGLG00000013485,,,ENSMUSG00000027327,Adissp
NOL4L,ENSHGLG00000013492,,,,
ENSHGLG00000013522,ENSHGLG00000013522,,,,
MKKS,ENSHGLG00000013526,,,,
C20orf202,ENSHGLG00000013538,ENSG00000215595,C20orf202,ENSMUSG00000087035,Tmem74bos
ENSHGLG00000013572,ENSHGLG00000013572,,,,
PSMA7,ENSHGLG00000013634,ENSG00000101182,PSMA7,ENSMUSG00000027566,Psma7
CHRNA4,ENSHGLG00000013659,,,,
ID1,ENSHGLG00000013693,,,,
ENSHGLG00000013694,ENSHGLG00000013694,,,,
ENSHGLG00000013745,ENSHGLG00000013745,,,,
PHACTR3,ENSHGLG00000013821,,,,
HELZ2,ENSHGLG00000013895,,,,
ENSHGLG00000014025,ENSHGLG00000014025,,,,
KIZ,ENSHGLG00000014057,ENSG00000088970,KIZ,ENSMUSG00000074749,Kiz
XKR7,ENSHGLG00000014082,ENSG00000260903,XKR7,ENSMUSG00000042631,Xkr7
ENSHGLG00000014161,ENSHGLG00000014161,,,,
MRPS26,ENSHGLG00000014224,,,,
UBOX5,ENSHGLG00000014253,,,,
ENSHGLG00000014320,ENSHGLG00000014320,,,,
C20orf204,ENSHGLG00000014376,,,,
MYLK2,ENSHGLG00000014522,,,,
SPEF1,ENSHGLG00000014538,,,,
ENSHGLG00000014679,ENSHGLG00000014679,,,,
GCNT7,ENSHGLG00000014789,,,ENSMUSG00000074569,Gcnt7
ZNF133,ENSHGLG00000014799,,,,
ENSHGLG00000014809,ENSHGLG00000014809,,,,
ZNF512B,ENSHGLG00000014817,ENSG00000196700,ZNF512B,ENSMUSG00000000823,Zfp512b
XRN2,ENSHGLG00000014831,,,,
PPDPF,ENSHGLG00000014857,ENSG00000125534,PPDPF,ENSMUSG00000016344,Ppdpf
ZGPAT,ENSHGLG00000014870,,,,
SOX18,ENSHGLG00000014903,,,,
CDH4,ENSHGLG00000014952,,,,
HCK,ENSHGLG00000014956,ENSG00000101336,HCK,ENSMUSG00000003283,Hck
EEF1A2,ENSHGLG00000014996,ENSG00000101210,EEF1A2,ENSMUSG00000016349,Eef1a2
PMEPA1,ENSHGLG00000015008,,,,
TRIB3,ENSHGLG00000015018,,,,
OSBPL2,ENSHGLG00000015027,ENSG00000130703,OSBPL2,ENSMUSG00000039050,Osbpl2
LSM14B,ENSHGLG00000015055,ENSG00000149657,LSM14B,ENSMUSG00000039108,Lsm14b
RBM38,ENSHGLG00000015077,,,,
LRRN4,ENSHGLG00000015139,,,,
SLC52A3,ENSHGLG00000015150,,,,
ENSHGLG00000015214,ENSHGLG00000015214,,,,
BANF2,ENSHGLG00000015254,ENSG00000125888,BANF2,ENSMUSG00000037307,Banf2
ENSHGLG00000015263,ENSHGLG00000015263,,,,
DNAJC5,ENSHGLG00000015337,,,,
PTK6,ENSHGLG00000015374,,,,
TRMT6,ENSHGLG00000015405,ENSG00000089195,TRMT6,ENSMUSG00000037376,Trmt6
GFRA4,ENSHGLG00000015424,,,,
ITPA,ENSHGLG00000015466,,,,
OXT,ENSHGLG00000015471,,,,
NTSR1,ENSHGLG00000015545,,,,
CDC25B,ENSHGLG00000015547,ENSG00000101224,CDC25B,ENSMUSG00000027330,Cdc25b
IDH3B,ENSHGLG00000015582,ENSG00000101365,IDH3B,ENSMUSG00000027406,Idh3b
DZANK1,ENSHGLG00000015592,,,,
ENSHGLG00000015630,ENSHGLG00000015630,,,,
ENSHGLG00000015648,ENSHGLG00000015648,,,,
ENSHGLG00000015747,ENSHGLG00000015747,,,,
PROKR2,ENSHGLG00000015811,,,,
ENSHGLG00000015815,ENSHGLG00000015815,,,,
SOX12,ENSHGLG00000015826,,,,
PAX1,ENSHGLG00000015866,ENSG00000125813,PAX1,ENSMUSG00000037034,Pax1
EBF4,ENSHGLG00000015872,ENSG00000088881,EBF4,ENSMUSG00000053552,Ebf4
AVP,ENSHGLG00000015880,,,,
ENSHGLG00000015944,ENSHGLG00000015944,,,,
SPTLC3,ENSHGLG00000015963,,,,
SLC23A2,ENSHGLG00000015978,,,,
NOP56,ENSHGLG00000015992,ENSG00000101361,NOP56,ENSMUSG00000027405,Nop56
ENSHGLG00000016032,ENSHGLG00000016032,,,,
TTLL9,ENSHGLG00000016047,ENSG00000131044,TTLL9,ENSMUSG00000074673,Ttll9
DNAAF9,ENSHGLG00000016048,,,ENSMUSG00000027309,Dnaaf9
PAK5,ENSHGLG00000016050,ENSG00000101349,PAK5,ENSMUSG00000039913,Pak5
ENSHGLG00000016073,ENSHGLG00000016073,,,,
ISM1,ENSHGLG00000016081,,,,
ATRN,ENSHGLG00000016120,,,ENSMUSG00000027312,Atrn
MCM8,ENSHGLG00000016159,,,,
FAM110A,ENSHGLG00000016161,,,,
SLC2A4RG,ENSHGLG00000016162,,,,
GPCPD1,ENSHGLG00000016170,,,ENSMUSG00000027346,Gpcpd1
FLRT3,ENSHGLG00000016173,ENSG00000125848,FLRT3,ENSMUSG00000051379,Flrt3
ENSHGLG00000016241,ENSHGLG00000016241,,,,
PET117,ENSHGLG00000016254,ENSG00000232838,PET117,ENSMUSG00000098387,Pet117
TASP1,ENSHGLG00000016276,ENSG00000089123,TASP1,ENSMUSG00000039033,Tasp1
SHLD1,ENSHGLG00000016281,,,ENSMUSG00000044991,Shld1
CDS2,ENSHGLG00000016290,,,ENSMUSG00000058793,Cds2
ENSHGLG00000016301,ENSHGLG00000016301,,,,
DTD1,ENSHGLG00000016332,,,,
LZTS3,ENSHGLG00000016337,,,,
CSRP2BP,ENSHGLG00000016357,,,,
TPX2,ENSHGLG00000016376,ENSG00000088325,TPX2,ENSMUSG00000027469,Tpx2
BCL2L1,ENSHGLG00000016419,,,,
ENSHGLG00000016445,ENSHGLG00000016445,,,,
RALGAPA2,ENSHGLG00000016477,,,,
TMX4,ENSHGLG00000016480,,,,
ENSHGLG00000016484,ENSHGLG00000016484,,,,
RASSF2,ENSHGLG00000016516,ENSG00000101265,RASSF2,ENSMUSG00000027339,Rassf2
SEC23B,ENSHGLG00000016519,ENSG00000101310,SEC23B,ENSMUSG00000027429,Sec23b
KCNQ2,ENSHGLG00000016521,,,,
ENSHGLG00000016590,ENSHGLG00000016590,,,,
DEFB124,ENSHGLG00000016619,ENSG00000180383,DEFB124,ENSMUSG00000074678,Defb25
ENSHGLG00000016629,ENSHGLG00000016629,,,,
RBBP9,ENSHGLG00000016724,ENSG00000089050,RBBP9,ENSMUSG00000027428,Rbbp9
MGME1,ENSHGLG00000016736,,,,
BMP2,ENSHGLG00000016792,,,,
OVOL2,ENSHGLG00000016810,,,,
NAPB,ENSHGLG00000016842,ENSG00000125814,NAPB,ENSMUSG00000027438,Napb
ENSHGLG00000016849,ENSHGLG00000016849,,,ENSMUSG00000038844,Kif16b
CSTL1,ENSHGLG00000016858,ENSG00000125823,CSTL1,ENSMUSG00000055177,Cstl1
SNAP25,ENSHGLG00000016926,,,ENSMUSG00000027273,Snap25
ENSHGLG00000016940,ENSHGLG00000016940,,,ENSMUSG00000027502,Rtf2
PCNA,ENSHGLG00000016974,,,,
CTCFL,ENSHGLG00000017001,,,,
ENSHGLG00000017043,ENSHGLG00000017043,,,,
POFUT1,ENSHGLG00000017066,,,,
ENSHGLG00000017148,ENSHGLG00000017148,,,,
ENSHGLG00000017168,ENSHGLG00000017168,,,,
ANKEF1,ENSHGLG00000017245,ENSG00000132623,ANKEF1,ENSMUSG00000074771,Ankef1
FOXA2,ENSHGLG00000017308,,,,
TMC2,ENSHGLG00000017324,ENSG00000149488,TMC2,ENSMUSG00000060332,Tmc2
HRH3,ENSHGLG00000017343,,,,
ENSHGLG00000017356,ENSHGLG00000017356,,,,
ENSHGLG00000017382,ENSHGLG00000017382,,,,
ENSHGLG00000017426,ENSHGLG00000017426,,,,
ENSHGLG00000017451,ENSHGLG00000017451,,,,
LAMP5,ENSHGLG00000017456,,,,
SLC4A11,ENSHGLG00000017460,,,,
ADAM33,ENSHGLG00000017499,,,,
TMEM74B,ENSHGLG00000017504,,,,
CHGB,ENSHGLG00000017507,,,,
SNX5,ENSHGLG00000017606,ENSG00000089006,SNX5,ENSMUSG00000027423,Snx5
PLCB1,ENSHGLG00000017610,ENSG00000182621,PLCB1,ENSMUSG00000051177,Plcb1
SEL1L2,ENSHGLG00000017747,,,ENSMUSG00000074764,Sel1l2
TCF15,ENSHGLG00000017826,ENSG00000125878,TCF15,ENSMUSG00000068079,Tcf15
ENSHGLG00000017855,ENSHGLG00000017855,,,,
ENSHGLG00000017863,ENSHGLG00000017863,,,,
MACROD2,ENSHGLG00000017926,,,ENSMUSG00000068205,Macrod2
ENSHGLG00000017970,ENSHGLG00000017970,,,,
DSTN,ENSHGLG00000017976,,,,
ANKRD60,ENSHGLG00000018014,,,,
TPD52L2,ENSHGLG00000018043,ENSG00000101150,TPD52L2,ENSMUSG00000000827,Tpd52l2
ENSHGLG00000018080,ENSHGLG00000018080,,,,
ENSHGLG00000018096,ENSHGLG00000018096,,,ENSMUSG00000032852,Rspo4
PSMF1,ENSHGLG00000018137,,,,
ENSHGLG00000018144,ENSHGLG00000018144,,,,
PLCB4,ENSHGLG00000018217,ENSG00000101333,PLCB4,ENSMUSG00000039943,Plcb4
ENSHGLG00000018226,ENSHGLG00000018226,,,,
NRSN2,ENSHGLG00000018252,,,,
ENSHGLG00000018283,ENSHGLG00000018283,,,,
RRBP1,ENSHGLG00000018289,,,,
SMOX,ENSHGLG00000018296,ENSG00000088826,SMOX,ENSMUSG00000027333,Smox
ENSHGLG00000018312,ENSHGLG00000018312,,,,
ENSHGLG00000018316,ENSHGLG00000018316,,,,
ENSHGLG00000018328,ENSHGLG00000018328,,,,
ENSHGLG00000018358,ENSHGLG00000018358,,,,
RAD21L1,ENSHGLG00000018570,ENSG00000244588,RAD21L1,ENSMUSG00000074704,Rad21l
FERMT1,ENSHGLG00000018580,,,ENSMUSG00000027356,Fermt1
PRND,ENSHGLG00000018593,,,,
EDN3,ENSHGLG00000018677,ENSG00000124205,EDN3,ENSMUSG00000027524,Edn3
ENSHGLG00000018853,ENSHGLG00000018853,,,,
ENSHGLG00000018874,ENSHGLG00000018874,,,,
PCK1,ENSHGLG00000018888,ENSG00000124253,PCK1,ENSMUSG00000027513,Pck1
RBCK1,ENSHGLG00000018899,,,,
ENSHGLG00000018924,ENSHGLG00000018924,ENSG00000196476,C20orf96,,
SIGLEC1,ENSHGLG00000018934,,,,
TBC1D20,ENSHGLG00000018939,ENSG00000125875,TBC1D20,ENSMUSG00000027465,Tbc1d20
PLAGL2,ENSHGLG00000018965,,,,
MYT1,ENSHGLG00000019065,,,,
C20orf85,ENSHGLG00000019072,ENSG00000124237,CIMIP1,,
ZBTB46,ENSHGLG00000019123,ENSG00000130584,ZBTB46,ENSMUSG00000027583,Zbtb46
ENSHGLG00000019303,ENSHGLG00000019303,,,,
ZCCHC3,ENSHGLG00000019351,,,,
ENSHGLG00000019423,ENSHGLG00000019423,,,,
ENSHGLG00000020067,ENSHGLG00000020067,,,,
ENSHGLG00000020179,ENSHGLG00000020179,,,,
ENSHGLG00000020232,ENSHGLG00000020232,,,,
ENSHGLG00000020254,ENSHGLG00000020254,,,,
ENSHGLG00000020268,ENSHGLG00000020268,,,,
ENSHGLG00000020275,ENSHGLG00000020275,,,,
ENSHGLG00000020305,ENSHGLG00000020305,,,,
ENSHGLG00000020327,ENSHGLG00000020327,,,,
ENSHGLG00000020406,ENSHGLG00000020406,,,,
ENSHGLG00000020414,ENSHGLG00000020414,,,,
ENSHGLG00000020422,ENSHGLG00000020422,,,,
ENSHGLG00000020487,ENSHGLG00000020487,,,,
ENSHGLG00000020511,ENSHGLG00000020511,,,,
ENSHGLG00000020518,ENSHGLG00000020518,,,,
ENSHGLG00000020529,ENSHGLG00000020529,,,,
ENSHGLG00000020549,ENSHGLG00000020549,,,,
ENSHGLG00000020551,ENSHGLG00000020551,,,,
ENSHGLG00000020555,ENSHGLG00000020555,,,,
ENSHGLG00000020601,ENSHGLG00000020601,,,,
ENSHGLG00000020637,ENSHGLG00000020637,,,,
ENSHGLG00000020686,ENSHGLG00000020686,,,,
BHLHE23,ENSHGLG00000020693,ENSG00000125533,BHLHE23,ENSMUSG00000045493,Bhlhe23
ENSHGLG00000020695,ENSHGLG00000020695,,,,
ENSHGLG00000020754,ENSHGLG00000020754,,,,
ENSHGLG00000020755,ENSHGLG00000020755,,,,
ENSHGLG00000020835,ENSHGLG00000020835,,,,
ENSHGLG00000020862,ENSHGLG00000020862,,,,
ENSHGLG00000020864,ENSHGLG00000020864,,,,
ENSHGLG00000020868,ENSHGLG00000020868,,,,
ENSHGLG00000020884,ENSHGLG00000020884,,,,
ENSHGLG00000020894,ENSHGLG00000020894,,,,
ENSHGLG00000020898,ENSHGLG00000020898,ENSG00000152904,GGPS1,ENSMUSG00000021302,Ggps1
ENSHGLG00000020907,ENSHGLG00000020907,,,,
ENSHGLG00000020943,ENSHGLG00000020943,,,,
ENSHGLG00000020974,ENSHGLG00000020974,,,,
ENSHGLG00000020985,ENSHGLG00000020985,,,,
ENSHGLG00000021089,ENSHGLG00000021089,,,,
PPP1R3D,ENSHGLG00000021119,,,,
FAM217B,ENSHGLG00000021229,,,,
ENSHGLG00000021246,ENSHGLG00000021246,,,,
FOXS1,ENSHGLG00000021247,,,,
NPBWR2,ENSHGLG00000021250,ENSG00000125522,NPBWR2,,
INSM1,ENSHGLG00000021265,,,,
ENSHGLG00000021299,ENSHGLG00000021299,,,,
CENPB,ENSHGLG00000021323,ENSG00000125817,CENPB,ENSMUSG00000068267,Cenpb
ENSHGLG00000021335,ENSHGLG00000021335,,,,
ENSHGLG00000021427,ENSHGLG00000021427,,,,
ENSHGLG00000004065,ENSHGLG00000004065,,,,
EGR1,ENSHGLG00000004336,,,,
PGBD2,ENSHGLG00000004379,,,,
MSH3,ENSHGLG00000004412,,,,
ENSHGLG00000004419,ENSHGLG00000004419,,,,
MZB1,ENSHGLG00000004423,,,,
HARS,ENSHGLG00000004453,ENSG00000170445,HARS1,ENSMUSG00000001380,Hars1
ENSHGLG00000004494,ENSHGLG00000004494,,,,
ENSHGLG00000004503,ENSHGLG00000004503,,,,
FBXL17,ENSHGLG00000004504,,,,
COX7C,ENSHGLG00000004572,,,,
ENSHGLG00000004574,ENSHGLG00000004574,,,,
CAST,ENSHGLG00000004596,,,,
ENSHGLG00000004605,ENSHGLG00000004605,,,,
SPATA24,ENSHGLG00000004636,,,,
ENSHGLG00000004651,ENSHGLG00000004651,,,,
MATR3,ENSHGLG00000004673,ENSG00000015479,MATR3,ENSMUSG00000037236,Matr3
KDM3B,ENSHGLG00000004783,ENSG00000120733,KDM3B,ENSMUSG00000038773,Kdm3b
UBE2D2,ENSHGLG00000004792,ENSG00000131508,UBE2D2,ENSMUSG00000091896,Ube2d2a
SPATA9,ENSHGLG00000004797,ENSG00000145757,SPATA9,ENSMUSG00000021590,Spata9
SLCO6A1,ENSHGLG00000004826,ENSG00000205359,SLCO6A1,,
IK,ENSHGLG00000004862,ENSG00000113141,IK,,
WNT8A,ENSHGLG00000004895,,,,
ENSHGLG00000004921,ENSHGLG00000004921,,,,
PPIP5K2,ENSHGLG00000004969,ENSG00000145725,PPIP5K2,ENSMUSG00000040648,Ppip5k2
EPB41L4A,ENSHGLG00000005035,ENSG00000129595,EPB41L4A,ENSMUSG00000024376,Epb41l4a
GLRX,ENSHGLG00000005062,ENSG00000173221,GLRX,ENSMUSG00000021591,Glrx
NME5,ENSHGLG00000005125,ENSG00000112981,NME5,ENSMUSG00000035984,Nme5
